Fuente;Código de Departamento;Mes;Hora del hecho;Diurno/Nocturno;Sexo;Edad;Edad agrupada;Clase de Víctima;Vehículo Víctima (excluir peatón);Tipo de usuario;Modo de Producción del Hecho;Fecha del hecho;Tipo de Lugar
Ministerio de Seguridad;105;Agosto;16:20;Diurno;Mujer;22;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-08-22 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;854;Agosto;06:30;Nocturno;Varón;18;15 - 24;Acompañante;Camioneta;Camioneta;Vuelco / despiste;2018-08-25 00:00:00.000;Calle
Ministerio de Seguridad;648;Agosto;07:00;Nocturno;Varón;78;75 y más;Conductor;Bicicleta;Bicicleta;Sin determinar;2018-08-25 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;574;Agosto;07:34;Diurno;Varón;60;55 - 64;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-08-26 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;266;Agosto;05:30;Nocturno;Mujer;18;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / objeto;2018-08-26 00:00:00.000;Calle
Ministerio de Seguridad;371;Agosto;23:20;Nocturno;Varón;19;15 - 24;Conductor;Motocicleta;Motocicleta;Sin determinar;2018-08-26 00:00:00.000;Calle
Ministerio de Seguridad;581;Agosto;20:15;Nocturno;Varón;43;35 - 44;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-08-26 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;665;Agosto;20:30;Nocturno;Varón;10;5 - 14;Acompañante;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-08-26 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;588;Agosto;22:30;Nocturno;Varón;30;25 - 34;Conductor;Motocicleta;Motocicleta;Sin determinar;2018-08-26 00:00:00.000;Calle
Ministerio de Seguridad;224;Agosto;18:28;Diurno;Varón;42;35 - 44;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-08-27 00:00:00.000;Calle
Ministerio de Seguridad;420;Agosto;01:00;Nocturno;Varón;31;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / objeto;2018-08-27 00:00:00.000;Calle
Ministerio de Seguridad;427;Agosto;00:35;Nocturno;Varón;18;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-08-27 00:00:00.000;Calle
Ministerio de Seguridad;357;Agosto;06:20;Nocturno;Varón;44;35 - 44;Conductor;Camioneta;Camioneta;Vuelco / despiste;2018-08-27 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;412;Agosto;11:11;Diurno;Varón;54;45 - 54;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-08-27 00:00:00.000;Calle
Ministerio de Seguridad;441;Agosto;21:40;Nocturno;Varón;15;15 - 24;Acompañante;Camioneta;Camioneta;Vuelco / despiste;2018-08-28 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;679;Agosto;07:30;Diurno;Varón;65;65 - 74;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-08-29 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;679;Agosto;07:30;Diurno;Varón;54;45 - 54;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-08-29 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;252;Septiembre;12:00;Diurno;Varón;21;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-01 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;840;Septiembre;19:00;Diurno;Varón;23;15 - 24;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-09-01 00:00:00.000;Calle
Ministerio de Seguridad;490;Septiembre;20:45;Nocturno;Mujer;23;15 - 24;Acompañante;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-01 00:00:00.000;Calle
Ministerio de Seguridad;490;Septiembre;20:45;Nocturno;Varón;20;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-01 00:00:00.000;Calle
Ministerio de Seguridad;049;Septiembre;12:00;Diurno;Varón;65;65 - 74;Conductor;Motocicleta;Motocicleta;Colisión vehículo / objeto;2018-09-02 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;420;Septiembre;21:30;Nocturno;Mujer;27;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-02 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;658;Septiembre;17:30;Diurno;Mujer;94;75 y más;Pasajero;Automóvil;Automóvil;Colisión vehículo / objeto;2018-09-03 00:00:00.000;Calle
Ministerio de Seguridad;134;Septiembre;10:00;Diurno;Mujer;-1;Sin determinar;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-09-04 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;686;Septiembre;00:00;Nocturno;Varón;58;55 - 64;Conductor;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-09-05 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;686;Septiembre;00:00;Nocturno;Varón;39;35 - 44;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-09-05 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;532;Septiembre;21:00;Nocturno;Varón;54;45 - 54;Conductor;Camioneta;Camioneta;Vuelco / despiste;2018-09-05 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;784;Septiembre;22:23;Nocturno;Varón;22;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / objeto;2018-09-06 00:00:00.000;Calle
Ministerio de Seguridad;840;Septiembre;12:30;Diurno;Mujer;72;65 - 74;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-09-06 00:00:00.000;Calle
Ministerio de Seguridad;427;Septiembre;23:30;Nocturno;Varón;55;55 - 64;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-09-06 00:00:00.000;Calle
Ministerio de Seguridad;490;Septiembre;16:10;Diurno;Varón;56;55 - 64;Conductor;Motocicleta;Motocicleta;Sin determinar;2018-09-06 00:00:00.000;Calle
Ministerio de Seguridad;735;Septiembre;06:00;Nocturno;Varón;45;45 - 54;Conductor;Camión;Camión;Vuelco / despiste;2018-09-07 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;091;Septiembre;19:10;Nocturno;Varón;53;45 - 54;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-07 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;728;Septiembre;19:30;Nocturno;Varón;27;25 - 34;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-09-08 00:00:00.000;Calle
Ministerio de Seguridad;805;Septiembre;00:00;Nocturno;Varón;-1;Sin determinar;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-09-08 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;371;Septiembre;12:20;Diurno;Varón;24;15 - 24;Conductor;Sin determinar;Sin determinar;Colisión vehículo / vehículo;2018-09-08 00:00:00.000;Calle
Ministerio de Seguridad;638;Septiembre;15:20;Diurno;Varón;49;45 - 54;Conductor;Motocicleta;Motocicleta;Sin determinar;2018-09-08 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;441;Septiembre;00:00;Nocturno;Varón;21;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-08 00:00:00.000;Calle
Ministerio de Seguridad;322;Septiembre;21:50;Nocturno;Varón;23;15 - 24;Acompañante;Automóvil;Automóvil;Vuelco / despiste;2018-09-08 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;547;Septiembre;17:45;Diurno;Varón;45;45 - 54;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-09-09 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;805;Septiembre;00:00;Nocturno;Varón;51;45 - 54;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-09-09 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;427;Septiembre;17:50;Diurno;Varón;28;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-09 00:00:00.000;Calle
Ministerio de Seguridad;539;Septiembre;22:30;Nocturno;Mujer;25;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / objeto;2018-09-09 00:00:00.000;Calle
Ministerio de Seguridad;658;Septiembre;05:15;Nocturno;Varón;22;15 - 24;Acompañante;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-09 00:00:00.000;Calle
Ministerio de Seguridad;658;Septiembre;05:15;Nocturno;Varón;21;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-09 00:00:00.000;Calle
Ministerio de Seguridad;126;Septiembre;07:40;Diurno;Varón;32;25 - 34;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-09-09 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;469;Septiembre;03:30;Nocturno;Varón;25;25 - 34;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-09-10 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;602;Septiembre;14:50;Diurno;Varón;45;45 - 54;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-09-10 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;175;Septiembre;13:55;Diurno;Varón;26;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-11 00:00:00.000;Calle
Ministerio de Seguridad;408;Septiembre;20:15;Nocturno;Varón;35;35 - 44;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-11 00:00:00.000;Calle
Ministerio de Seguridad;427;Septiembre;16:20;Diurno;Mujer;74;65 - 74;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-11 00:00:00.000;Calle
Ministerio de Seguridad;441;Septiembre;21:40;Nocturno;Varón;26;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-11 00:00:00.000;Calle
Ministerio de Seguridad;134;Septiembre;11:30;Diurno;Varón;1;0 - 4;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-09-13 00:00:00.000;Calle
Ministerio de Seguridad;840;Septiembre;20:00;Nocturno;Varón;30;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-13 00:00:00.000;Calle
Ministerio de Seguridad;560;Septiembre;12:37;Diurno;Varón;22;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-13 00:00:00.000;Calle
Ministerio de Seguridad;035;Septiembre;08:05;Diurno;Mujer;37;35 - 44;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-09-13 00:00:00.000;Calle
Ministerio de Seguridad;497;Septiembre;02:11;Nocturno;Varón;51;45 - 54;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-09-13 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;427;Septiembre;12:40;Diurno;Varón;30;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-14 00:00:00.000;Calle
Ministerio de Seguridad;412;Septiembre;09:00;Diurno;Mujer;51;45 - 54;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-09-14 00:00:00.000;Calle
Ministerio de Seguridad;882;Septiembre;06:50;Nocturno;Varón;26;25 - 34;Acompañante;Automóvil;Automóvil;Vuelco / despiste;2018-09-16 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;134;Septiembre;22:30;Nocturno;Varón;30;25 - 34;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-09-16 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;805;Septiembre;20:35;Nocturno;Varón;35;35 - 44;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-09-16 00:00:00.000;Calle
Ministerio de Seguridad;315;Septiembre;07:30;Diurno;Mujer;34;25 - 34;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-09-16 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;455;Septiembre;19:35;Nocturno;Varón;23;15 - 24;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-09-17 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;049;Septiembre;14:00;Diurno;Varón;34;25 - 34;Conductor;Camioneta;Camioneta;Vuelco / despiste;2018-09-18 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;742;Septiembre;14:15;Diurno;Varón;62;55 - 64;Acompañante;Automóvil;Automóvil;Vuelco / despiste;2018-09-18 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;147;Septiembre;13:45;Diurno;Varón;67;65 - 74;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-09-20 00:00:00.000;Calle
Ministerio de Seguridad;224;Septiembre;07:30;Diurno;Varón;18;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / objeto;2018-09-20 00:00:00.000;Calle
Ministerio de Seguridad;560;Septiembre;15:00;Diurno;Varón;23;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-20 00:00:00.000;Calle
Ministerio de Seguridad;329;Septiembre;23:05;Nocturno;Varón;19;15 - 24;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-09-20 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;329;Septiembre;23:05;Nocturno;Varón;22;15 - 24;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-09-20 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;778;Septiembre;20:30;Nocturno;Mujer;58;55 - 64;Acompañante;Automóvil;Automóvil;Vuelco / despiste;2018-09-20 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;260;Septiembre;20:55;Nocturno;Mujer;41;35 - 44;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-09-21 00:00:00.000;Calle
Ministerio de Seguridad;623;Septiembre;10:40;Diurno;Mujer;25;25 - 34;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-09-21 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;441;Septiembre;17:20;Diurno;Varón;68;65 - 74;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-09-21 00:00:00.000;Calle
Ministerio de Seguridad;833;Septiembre;17:50;Diurno;Mujer;82;75 y más;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-09-21 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;882;Septiembre;06:50;Nocturno;Varón;42;35 - 44;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-09-22 00:00:00.000;Calle
Ministerio de Seguridad;515;Septiembre;21:20;Nocturno;Varón;44;35 - 44;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-22 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;560;Septiembre;02:50;Nocturno;Varón;14;5 - 14;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-09-22 00:00:00.000;Calle
Ministerio de Seguridad;056;Septiembre;19:40;Nocturno;Varón;90;75 y más;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-09-22 00:00:00.000;Calle
Ministerio de Seguridad;840;Septiembre;10:00;Diurno;Varón;62;55 - 64;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-09-22 00:00:00.000;Calle
Ministerio de Seguridad;252;Septiembre;17:05;Diurno;Mujer;54;45 - 54;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-09-23 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;189;Septiembre;03:15;Nocturno;Mujer;47;45 - 54;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-09-23 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;560;Septiembre;08:10;Diurno;Varón;18;15 - 24;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-09-23 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;648;Septiembre;05:20;Nocturno;Varón;37;35 - 44;Conductor;Motocicleta;Motocicleta;Sin determinar;2018-09-24 00:00:00.000;Calle
Ministerio de Seguridad;483;Septiembre;13:20;Diurno;Varón;8;5 - 14;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-09-24 00:00:00.000;Calle
Ministerio de Seguridad;274;Septiembre;05:00;Nocturno;Varón;23;15 - 24;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-09-24 00:00:00.000;Calle
Ministerio de Seguridad;252;Septiembre;12:30;Diurno;Mujer;66;65 - 74;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-09-25 00:00:00.000;Calle
Ministerio de Seguridad;427;Septiembre;18:00;Diurno;Varón;-1;Sin determinar;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-25 00:00:00.000;Calle
Ministerio de Seguridad;266;Septiembre;15:30;Diurno;Varón;47;45 - 54;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-26 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;427;Septiembre;16:30;Diurno;Varón;39;35 - 44;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-09-26 00:00:00.000;Calle
Ministerio de Seguridad;357;Septiembre;12:15;Diurno;Varón;55;55 - 64;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-09-28 00:00:00.000;Calle
Ministerio de Seguridad;413;Septiembre;18:30;Diurno;Varón;72;65 - 74;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-09-28 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;427;Septiembre;05:30;Nocturno;Varón;19;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-28 00:00:00.000;Calle
Ministerio de Seguridad;490;Septiembre;Sin determinar;Sin determinar;Mujer;59;55 - 64;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-09-28 00:00:00.000;Calle
Ministerio de Seguridad;441;Septiembre;23:30;Nocturno;Varón;16;15 - 24;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-09-28 00:00:00.000;Calle
Ministerio de Seguridad;274;Septiembre;19:50;Nocturno;Varón;21;15 - 24;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-09-28 00:00:00.000;Calle
Ministerio de Seguridad;728;Septiembre;11:30;Diurno;Varón;53;45 - 54;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-09-28 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;441;Septiembre;02:40;Nocturno;Varón;45;45 - 54;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-09-28 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;805;Septiembre;05:30;Nocturno;Varón;-1;Sin determinar;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-09-29 00:00:00.000;Calle
Ministerio de Seguridad;091;Septiembre;05:45;Nocturno;Varón;23;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-29 00:00:00.000;Calle
Ministerio de Seguridad;274;Septiembre;05:30;Nocturno;Mujer;18;15 - 24;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-09-29 00:00:00.000;Calle
Ministerio de Seguridad;882;Septiembre;13:20;Diurno;Mujer;71;65 - 74;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-09-30 00:00:00.000;Calle
Ministerio de Seguridad;098;Septiembre;01:28;Nocturno;Varón;29;25 - 34;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-09-30 00:00:00.000;Calle
Ministerio de Seguridad;420;Enero;04:10;Nocturno;Varón;9;5 - 14;Acompañante;Automóvil;Automóvil;Vuelco / despiste;2018-01-01 00:00:00.000;Calle
Ministerio de Seguridad;515;Enero;04:58;Nocturno;Varón;27;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-01-01 00:00:00.000;Calle
Ministerio de Seguridad;245;Enero;16:35;Diurno;Varón;49;45 - 54;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-01-01 00:00:00.000;Calle
Ministerio de Seguridad;595;Enero;06:30;Nocturno;Varón;20;15 - 24;Conductor;Automóvil;Automóvil;Otro modo;2018-01-02 00:00:00.000;Calle
Ministerio de Seguridad;595;Enero;06:30;Nocturno;Mujer;20;15 - 24;Acompañante;Automóvil;Automóvil;Otro modo;2018-01-02 00:00:00.000;Calle
Ministerio de Seguridad;049;Enero;01:00;Nocturno;Varón;41;35 - 44;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-01-02 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;427;Enero;15:00;Diurno;Varón;66;65 - 74;Conductor;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-01-02 00:00:00.000;Calle
Ministerio de Seguridad;427;Enero;15:00;Diurno;Varón;76;75 y más;Conductor;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-01-02 00:00:00.000;Calle
Ministerio de Seguridad;028;Enero;18:00;Diurno;Mujer;11;5 - 14;Acompañante;Automóvil;Automóvil;Vuelco / despiste;2018-01-02 00:00:00.000;Calle
Ministerio de Seguridad;672;Enero;19:30;Nocturno;Varón;44;35 - 44;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-01-03 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;371;Enero;23:20;Nocturno;Mujer;52;45 - 54;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-01-04 00:00:00.000;Calle
Ministerio de Seguridad;547;Enero;09:20;Diurno;Varón;24;15 - 24;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-01-05 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;547;Enero;09:30;Diurno;Mujer;79;75 y más;Conductor;Camioneta;Camioneta;Vuelco / despiste;2018-01-05 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;638;Enero;11:11;Diurno;Varón;19;15 - 24;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-01-05 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;638;Enero;11:11;Diurno;Varón;36;35 - 44;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-01-05 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;791;Enero;16:00;Diurno;Varón;22;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-01-06 00:00:00.000;Calle
Ministerio de Seguridad;357;Enero;13:01;Diurno;Mujer;66;65 - 74;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-01-06 00:00:00.000;Calle
Ministerio de Seguridad;203;Enero;20:00;Nocturno;Mujer;50;45 - 54;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-01-06 00:00:00.000;Calle
