BASE ORIGEN;PARTIDO;FECHA DEL HECHO;MES;HORA;DÍA DE LA SEMANA;DIA DE LA SEMANA AGRUPADO;Diurno/Nocturno;TIPO DE LUGAR;MODO DE PRODUCCIÓN DEL HECHO;SEXO DE LA VÍCTIMA;EDAD;EDAD AGRUPADA;TIPO DE VÍCTIMA;VEHÍCULO DE LA VÍCTIMA
Ministerio de Salud;490;9/6/2020;Junio;Sin determinar;Martes;Lunes a Viernes;Sin especificar;Sin determinar;Colisión Vehículo / persona;Femenino;22;15 - 24  ;Peatón;No corresponde (peatón)
Ministerio de Salud;658;28/1/2020;Enero;Sin determinar;Martes;Lunes a Viernes;Sin especificar;Sin determinar;Colisión Vehículo / persona;Masculino;37;35 - 44  ;Peatón;No corresponde (peatón)
Ministerio de Salud;760;14/8/2020;Agosto;Sin determinar;Viernes;Lunes a Viernes;Sin especificar;Sin determinar;Colisión Vehículo / persona;Femenino;54;45 - 54  ;Peatón;No corresponde (peatón)
Ministerio de Salud;049;31/1/2020;Enero;Sin determinar;Viernes;Lunes a Viernes;Sin especificar;Sin determinar;Colisión Vehículo / persona;Masculino;83;75 y más;Peatón;No corresponde (peatón)
Ministerio de Salud;412;12/3/2020;Marzo;Sin determinar;Jueves;Lunes a Viernes;Sin especificar;Sin determinar;Colisión Vehículo / persona;Masculino;77;75 y más;Peatón;No corresponde (peatón)
Ministerio de Salud;638;9/7/2020;Julio;Sin determinar;Jueves;Lunes a Viernes;Sin especificar;Sin determinar;Colisión Vehículo / persona;Masculino;34;25 - 34  ;Peatón;No corresponde (peatón)
Ministerio de Salud;658;21/1/2020;Enero;Sin determinar;Martes;Lunes a Viernes;Sin especificar;Sin determinar;Colisión Vehículo / persona;Femenino;87;75 y más;Peatón;No corresponde (peatón)
Ministerio de Salud;427;3/6/2020;Junio;Sin determinar;Miércoles;Lunes a Viernes;Sin especificar;Sin determinar;Sin determinar;Masculino;45;45 - 54  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;371;21/6/2020;Junio;Sin determinar;Domingo;Fin de semana;Sin especificar;Sin determinar;Sin determinar;Femenino;13;5 - 14;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio Público;791;26/9/2020;Septiembre;17:30;Sábado;Fin de semana;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;48;45 - 54  ;Conductor;Motocicleta
Ministerio de Seguridad;028;17/5/2020;Mayo;08:15;Domingo;Fin de semana;Nocturno;Sin determinar;Colisión Vehículo / vehículo;Masculino;38;35 - 44  ;Acompañante;Camión
Ministerio de Seguridad;490;1/1/2020;Enero;00:20;Miércoles;Lunes a Viernes;Nocturno;Autopista / Autovía;Colisión Vehículo / persona;Masculino;27;25 - 34  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;441;21/1/2020;Enero;14:00;Martes;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;14;5 - 14;Pasajero;Colectivo
Ministerio de Seguridad;826;19/2/2020;Febrero;11:00;Miércoles;Lunes a Viernes;Nocturno;Autopista / Autovía;Colisión Vehículo / vehículo;Masculino;21;15 - 24  ;Conductor;Bicicleta
Ministerio de Seguridad;497;4/5/2020;Mayo;21:00;Lunes;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;39;35 - 44  ;Conductor;Colectivo
Ministerio de Seguridad;693;2/2/2020;Febrero;13:11;Domingo;Fin de semana;Nocturno;Ruta Nacional;Vuelco / despiste;Femenino;49;45 - 54  ;Conductor;Sin especificar vehículo
Ministerio de Seguridad;644;19/1/2020;Enero;10:15;Domingo;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Femenino;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Seguridad;644;19/1/2020;Enero;09:30;Domingo;Fin de semana;Nocturno;Calle;Sin determinar;Masculino;47;45 - 54  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;420;27/1/2020;Enero;18:30;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;26;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;357;1/1/2020;Enero;00:15;Miércoles;Lunes a Viernes;Nocturno;Autopista / Autovía;Colisión Vehículo / vehículo;Femenino;32;25 - 34  ;Conductor;Automóvil
Ministerio de Seguridad;182;9/3/2020;Marzo;00:00;Lunes;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;62;55 - 64  ;Conductor;Motocicleta
Ministerio de Seguridad;266;18/5/2020;Mayo;09:10;Lunes;Lunes a Viernes;Nocturno;Autopista / Autovía;Colisión Vehículo / vehículo;Masculino;33;25 - 34  ;Conductor;Automóvil
Ministerio de Seguridad;644;19/1/2020;Enero;09:30;Domingo;Fin de semana;Nocturno;Calle;Sin determinar;Masculino;47;45 - 54  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;805;18/7/2020;Julio;00:00;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;35;35 - 44  ;Conductor;Bicicleta
Ministerio de Seguridad;861;15/12/2020;Diciembre;00:05;Martes;Lunes a Viernes;Nocturno;Autopista / Autovía;Sin determinar;Masculino;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;098;14/9/2020;Septiembre;20:30;Lunes;Lunes a Viernes;Nocturno;Calle;Sin determinar;Femenino;1;0 - 4  ;Acompañante;Bicicleta
Ministerio de Seguridad;427;11/10/2020;Octubre;23:45;Domingo;Fin de semana;Nocturno;Calle;Vuelco / despiste;Masculino;22;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;427;16/8/2020;Agosto;16:50;Domingo;Fin de semana;Diurno;Calle;Sin determinar;Masculino;49;45 - 54  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Seguridad;364;19/10/2020;Octubre;00:15;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;25;25 - 34  ;Conductor;Motocicleta
Ministerio de Salud;218;10/12/2020;Diciembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Femenino;74;65 - 74  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;126;04/01/2020;Enero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Colisión Vehículo / vehículo;Femenino;72;65 - 74  ;Ocupante de vehículo (sin especificar);Camioneta
Ministerio de Salud;028;17/7/2020;Julio;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Femenino;84;75 y más;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;427;22/07/2020;Julio;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Masculino;17;15 - 24  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;644;19/1/2020;Enero;09:30;Domingo;Fin de semana;Nocturno;Calle;Sin determinar;Masculino;47;45 - 54  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;644;19/1/2020;Enero;10:15;Domingo;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;19;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;217;23/1/2020;Enero;16:00;Jueves;Lunes a Viernes;Nocturno;Ruta Nacional;Colisión Vehículo / persona;Masculino;Sin determinar;Sin determinar;Peatón;No corresponde (peatón)
Ministerio de Seguridad;217;23/1/2020;Enero;16:00;Jueves;Lunes a Viernes;Nocturno;Ruta Nacional;Colisión Vehículo / persona;Femenino;1;0 - 4  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;805;9/1/2020;Enero;23:55;Jueves;Lunes a Viernes;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Femenino;Sin determinar;Sin determinar;Acompañante;Automóvil
Ministerio de Seguridad;392;27/1/2020;Enero;18:15;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;32;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;392;27/1/2020;Enero;18:15;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;50;45 - 54  ;Conductor;Motocicleta
Ministerio de Seguridad;392;27/1/2020;Enero;18:05;Lunes;Lunes a Viernes;Nocturno;Autopista / Autovía;Vuelco / despiste;Femenino;Sin determinar;Sin determinar;Conductor;Automóvil
Ministerio de Seguridad;119;4/2/2020;Febrero;20:30;Martes;Lunes a Viernes;Nocturno;Ruta Nacional;Vuelco / despiste;Masculino;11;5 - 14;Acompañante;Camioneta
Ministerio de Seguridad;126;19/1/2020;Enero;09:15;Domingo;Fin de semana;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;73;65 - 74  ;Conductor;Automóvil
Ministerio de Seguridad;119;4/2/2020;Febrero;20:30;Martes;Lunes a Viernes;Nocturno;Ruta Nacional;Vuelco / despiste;Masculino;48;45 - 54  ;Conductor;Camión
Ministerio de Seguridad;336;22/2/2020;Febrero;15:00;Sábado;Fin de semana;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;28;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;336;22/2/2020;Febrero;15:00;Sábado;Fin de semana;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;63;55 - 64  ;Conductor;Bicicleta
Ministerio de Seguridad;063;7/3/2020;Marzo;22:55;Sábado;Fin de semana;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;40;35 - 44  ;Conductor;Automóvil
Ministerio de Seguridad;063;7/3/2020;Marzo;22:55;Sábado;Fin de semana;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;31;25 - 34  ;Conductor;Camioneta
Ministerio de Seguridad;518;20/1/2020;Enero;12:00;Lunes;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;73;65 - 74  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;399;17/3/2020;Marzo;08:10;Martes;Lunes a Viernes;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Automóvil
Ministerio de Seguridad;399;17/3/2020;Marzo;08:10;Martes;Lunes a Viernes;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;38;35 - 44  ;Acompañante;Camión
Ministerio de Seguridad;476;19/3/2020;Marzo;11:30;Jueves;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Acompañante;Automóvil
Ministerio de Seguridad;476;19/3/2020;Marzo;11:30;Jueves;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Acompañante;Automóvil
Ministerio de Seguridad;532;1/6/2020;Junio;19:00;Lunes;Lunes a Viernes;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Camioneta
Ministerio de Seguridad;357;27/1/2020;Enero;18:30;Lunes;Lunes a Viernes;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;36;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;224;25/1/2020;Enero;16:55;Sábado;Fin de semana;Nocturno;Autopista / Autovía;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Automóvil
Ministerio de Seguridad;826;25/1/2020;Enero;17:00;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / persona;Femenino;24;15 - 24  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;217;1/2/2020;Febrero;01:20;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;39;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;252;28/1/2020;Enero;19:00;Martes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;70;65 - 74  ;Conductor;Motocicleta
Ministerio de Seguridad;91;6/2/2020;Febrero;21:40;Jueves;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;4;0 - 4  ;Acompañante;Automóvil
Ministerio de Seguridad;410;8/2/2020;Febrero;23:20;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;40;35 - 44  ;Conductor;Sin especificar vehículo
Ministerio de Seguridad;532;1/6/2020;Junio;19:00;Lunes;Lunes a Viernes;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Acompañante;Camioneta
Ministerio de Seguridad;476;17/2/2020;Febrero;08:00;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;23;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;217;24/2/2020;Febrero;16:45;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;26;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;483;1/3/2020;Marzo;01:30;Domingo;Fin de semana;Nocturno;Sin determinar;Vuelco / despiste;Masculino;39;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;270;2/3/2020;Marzo;13:20;Lunes;Lunes a Viernes;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Femenino;37;35 - 44  ;Conductor;Automóvil
Ministerio de Seguridad;308;22/8/2020;Agosto;23:10;Sábado;Fin de semana;Nocturno;Ruta Provincial;Vuelco / despiste;Femenino;63;55 - 64  ;Acompañante;Automóvil
Ministerio de Seguridad;134;8/3/2020;Marzo;23:43;Domingo;Fin de semana;Nocturno;Sin determinar;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Motocicleta
Ministerio de Seguridad;518;15/3/2020;Marzo;06:00;Domingo;Fin de semana;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Automóvil
Ministerio de Seguridad;308;22/8/2020;Agosto;23:10;Sábado;Fin de semana;Nocturno;Ruta Provincial;Vuelco / despiste;Femenino;85;75 y más;Acompañante;Automóvil
Ministerio de Seguridad;623;4/9/2020;Septiembre;08:00;Viernes;Lunes a Viernes;Diurno;Ruta Nacional;Colisión Vehículo / vehículo;Sin determinar;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;357;13/3/2020;Marzo;04:30;Viernes;Lunes a Viernes;Nocturno;Ruta Nacional;Vuelco / despiste;Masculino;Sin determinar;Sin determinar;Conductor;Automóvil
Ministerio de Seguridad;623;4/9/2020;Septiembre;08:00;Viernes;Lunes a Viernes;Diurno;Ruta Nacional;Colisión Vehículo / vehículo;Femenino;41;35 - 44  ;Acompañante;Automóvil
Ministerio de Seguridad;217;15/10/2020;Octubre;05:05;Jueves;Lunes a Viernes;Nocturno;Autopista / Autovía;Sin determinar;Femenino;Sin determinar;Sin determinar;Acompañante;Automóvil
Ministerio de Seguridad;854;12/4/2020;Abril;23:30;Domingo;Fin de semana;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Motocicleta
Ministerio de Seguridad;763;4/5/2020;Mayo;21:00;Lunes;Lunes a Viernes;Nocturno;Ruta Provincial;Sin determinar;Masculino;20;15 - 24  ;Conductor;Automóvil
Ministerio de Seguridad;168;5/5/2020;Mayo;21:30;Martes;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Camión
Ministerio de Seguridad;217;15/10/2020;Octubre;05:05;Jueves;Lunes a Viernes;Nocturno;Autopista / Autovía;Sin determinar;Masculino;75;75 y más;Conductor;Automóvil
Ministerio de Seguridad;812;20/11/2020;Noviembre;10:02;Viernes;Lunes a Viernes;Diurno;Ruta Provincial;Colisión Vehículo / vehículo;Femenino;26;25 - 34  ;Conductor;Automóvil
Ministerio de Seguridad;497;2/6/2020;Junio;01:40;Martes;Lunes a Viernes;Nocturno;Ruta Nacional;Vuelco / despiste;Masculino;Sin determinar;Sin determinar;Conductor;Motocicleta
Ministerio de Seguridad;408;4/6/2020;Junio;23:35;Jueves;Lunes a Viernes;Nocturno;Autopista / Autovía;Colisión Vehículo / persona;Masculino;Sin determinar;Sin determinar;Peatón;No corresponde (peatón)
Ministerio de Seguridad;812;20/11/2020;Noviembre;10:02;Viernes;Lunes a Viernes;Diurno;Ruta Provincial;Colisión Vehículo / vehículo;Femenino;26;25 - 34  ;Acompañante;Automóvil
Ministerio de Seguridad;420;14/6/2020;Junio;21:50;Domingo;Fin de semana;Nocturno;Ruta Provincial;Vuelco / despiste;Masculino;Sin determinar;Sin determinar;Conductor;Automóvil
Ministerio de Seguridad;410;16/6/2020;Junio;22:30;Martes;Lunes a Viernes;Nocturno;Autopista / Autovía;Colisión Vehículo / vehículo;Femenino;36;35 - 44  ;Conductor;Automóvil
Ministerio de Seguridad;875;23/6/2020;Junio;11:00;Martes;Lunes a Viernes;Nocturno;Ruta Nacional;Vuelco / despiste;Masculino;Sin determinar;Sin determinar;Conductor;Camión
Ministerio de Seguridad;833;27/6/2020;Junio;06:20;Sábado;Fin de semana;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Motocicleta
Ministerio de Seguridad;679;2/7/2020;Julio;19:25;Jueves;Lunes a Viernes;Nocturno;Ruta Nacional;Vuelco / despiste;Masculino;36;35 - 44  ;Conductor;Sin especificar vehículo
Ministerio de Seguridad;238;21/7/2020;Julio;10:00;Martes;Lunes a Viernes;Diurno;Ruta Provincial;Sin determinar;Masculino;Sin determinar;Sin determinar;Acompañante;Camioneta
Ministerio de Seguridad;91;28/7/2020;Julio;19:56;Martes;Lunes a Viernes;Nocturno;Autopista / Autovía;Colisión Vehículo / vehículo;Masculino;19;15 - 24  ;Conductor;Sin especificar vehículo
Ministerio de Seguridad;770;7/8/2020;Agosto;11:10;Viernes;Lunes a Viernes;Diurno;Ruta Provincial;Vuelco / despiste;Masculino;45;45 - 54  ;Conductor;Camión
Ministerio de Seguridad;700;8/8/2020;Agosto;18:45;Sábado;Fin de semana;Diurno;Ruta Nacional;Vuelco / despiste;Masculino;24;15 - 24  ;Conductor;Camioneta
Ministerio de Seguridad;518;18/8/2020;Agosto;07:20;Martes;Lunes a Viernes;Diurno;Ruta Provincial;Vuelco / despiste;Masculino;44;35 - 44  ;Conductor;Automóvil
Ministerio de Seguridad;224;19/8/2020;Agosto;14:40;Miércoles;Lunes a Viernes;Diurno;Ruta Provincial;Vuelco / despiste;Femenino;Sin determinar;Sin determinar;Acompañante;Automóvil
Ministerio de Seguridad;042;20/8/2020;Agosto;17:30;Jueves;Lunes a Viernes;Diurno;Ruta Provincial;Vuelco / despiste;Masculino;37;35 - 44  ;Conductor;Automóvil
Ministerio de Seguridad;644;19/11/2020;Noviembre;08:10;Jueves;Lunes a Viernes;Diurno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;19;15 - 24  ;Conductor;Automóvil
Ministerio de Seguridad;218;27/8/2020;Agosto;05:30;Jueves;Lunes a Viernes;Nocturno;Ruta Provincial;Vuelco / despiste;Femenino;32;25 - 34  ;Conductor;Automóvil
Ministerio de Seguridad;644;19/11/2020;Noviembre;08:10;Jueves;Lunes a Viernes;Diurno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;24;15 - 24  ;Acompañante;Automóvil
Ministerio de Seguridad;644;19/11/2020;Noviembre;08:10;Jueves;Lunes a Viernes;Diurno;Ruta Provincial;Colisión Vehículo / vehículo;Femenino;50;45 - 54  ;Acompañante;Automóvil
Ministerio de Seguridad;574;10/9/2020;Septiembre;09:30;Jueves;Lunes a Viernes;Diurno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;24;15 - 24  ;Conductor;Automóvil
Ministerio de Seguridad;126;16/9/2020;Septiembre;01:00;Miércoles;Lunes a Viernes;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;41;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;707;4/10/2020;Octubre;10:10;Domingo;Fin de semana;Diurno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;99;75 y más;Conductor;Sin especificar vehículo
Ministerio de Seguridad;357;5/10/2020;Octubre;02:30;Lunes;Lunes a Viernes;Nocturno;Ruta Nacional;Colisión Vehículo / persona;Masculino;24;15 - 24  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;882;27/9/2020;Septiembre;22:30;Domingo;Fin de semana;Nocturno;Ruta Nacional;Sin determinar;Masculino;Sin determinar;Sin determinar;Conductor;Automóvil
Ministerio de Seguridad;042;11/12/2020;Diciembre;03:30;Viernes;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;67;65 - 74  ;Acompañante;Automóvil
Ministerio de Seguridad;042;11/12/2020;Diciembre;03:30;Viernes;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;67;65 - 74  ;Acompañante;Automóvil
Ministerio de Seguridad;648;17/10/2020;Octubre;07:30;Sábado;Fin de semana;Diurno;Ruta Provincial;Sin determinar;Masculino;32;25 - 34  ;Conductor;Automóvil
Ministerio de Seguridad;728;5/11/2020;Noviembre;03:40;Jueves;Lunes a Viernes;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;17;15 - 24  ;Conductor;Bicicleta
Ministerio de Seguridad;134;8/11/2020;Noviembre;06:00;Domingo;Fin de semana;Nocturno;Autopista / Autovía;Colisión Vehículo / vehículo;Masculino;45;45 - 54  ;Conductor;Camioneta
