Origen de la base;Código de partido (Según INDEC);Fecha del hecho;Mes;Hora del hecho;Diurno/Nocturno;Edad agrupada;Sexo;Clase de Víctima;Vehículo Víctima;Tipo de Lugar;Modo de Producción del Hecho;
Ministerio de Seguridad;763;11/05/2017;5;07:30;Diurno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;770;12/05/2017;5;13:15;Diurno;35 - 44;Varón;Conductor;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;070;21/05/2017;5;08:30;Diurno;15 - 24;Varón;Conductor;Motocicleta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;763;06/06/2017;6;21:00;Nocturno;65 - 74;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;665;15/06/2017;6;06:30;Nocturno;25 - 34;Mujer;Acompañante;Camioneta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;070;28/06/2017;6;07:00;Nocturno;25 - 34;Mujer;Acompañante;Camioneta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;665;29/06/2017;6;04:10;Nocturno;35 - 44;Varón;Conductor;Camión;Ruta Nacional;Vuelco / despiste;
Ministerio de Seguridad;770;15/07/2017;7;18:00;Diurno;45 - 54;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;070;22/07/2017;7;08:30;Diurno;Sin determinar;Mujer;Acompañante;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;763;04/08/2017;8;22:00;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;665;05/08/2017;8;07:20;Diurno;25 - 34;Varón;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;770;08/08/2017;8;06:50;Nocturno;15 - 24;Varón;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;763;23/08/2017;8;23:00;Nocturno;55 - 64;Mujer;Conductor;Automóvil;Autopista Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;070;17/09/2017;9;20:00;Nocturno;15 - 24;Mujer;Conductor;Motocicleta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;665;04/11/2017;11;09:00;Diurno;45 - 54;Varón;Conductor;Automóvil;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;763;06/11/2017;11;22:00;Nocturno;75 y más;Varón;Conductor;Bicicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;070;02/12/2017;12;08:00;Diurno;15 - 24;Varón;Conductor;Motocicleta;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;763;21/12/2017;12;10:30;Diurno;65 - 74;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;665;23/12/2017;12;06:15;Nocturno;65 - 74;Mujer;Acompañante;Automóvil;Ruta Nacional;Vuelco / despiste;
Ministerio de Seguridad;763;25/12/2017;12;12:30;Diurno;55 - 64;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;077;03/01/2017;1;07:40;Diurno;65 - 74;Varón;Conductor;Bicicleta;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;623;01/04/2017;4;20:30;Nocturno;45 - 54;Varón;Conductor;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;714;07/04/2017;4;10:30;Diurno;75 y más;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;623;02/05/2017;5;02:15;Nocturno;65 - 74;Varón;Conductor;Automóvil;Ruta Nacional;Vuelco / despiste;
Ministerio de Seguridad;623;14/05/2017;5;02:00;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;623;22/07/2017;7;06:30;Nocturno;35 - 44;Varón;Conductor;Sin determinar;Calle;Otro modo;
Ministerio de Seguridad;623;08/08/2017;8;22:20;Nocturno;Sin determinar;Varón;Acompañante;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;623;08/08/2017;8;22:20;Nocturno;Sin determinar;Varón;Acompañante;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;623;08/08/2017;8;22:20;Nocturno;Sin determinar;Varón;Conductor;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;623;08/08/2017;8;22:20;Nocturno;Sin determinar;Varón;Acompañante;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;714;26/08/2017;8;20:00;Nocturno;5 - 14;Mujer;Acompañante;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;623;09/09/2017;9;10:00;Diurno;25 - 34;Varón;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;623;24/09/2017;9;01:20;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;077;30/09/2017;9;16:45;Diurno;65 - 74;Varón;Conductor;Camioneta;Ruta Provincial;Vuelco / despiste;
Ministerio de Seguridad;623;14/10/2017;10;05:30;Nocturno;25 - 34;Varón;Conductor;Bicicleta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;077;19/11/2017;11;07:00;Nocturno;Sin determinar;Varón;Conductor;Motocicleta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;714;26/11/2017;11;05:30;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;623;02/12/2017;12;05:00;Nocturno;15 - 24;Mujer;Acompañante;Automóvil;Sin determinar;Vuelco / despiste;
Ministerio de Seguridad;714;06/12/2017;12;01:30;Nocturno;45 - 54;Varón;Conductor;Automóvil;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;623;31/12/2017;12;13:20;Diurno;65 - 74;Varón;Conductor;Automóvil;Ruta Nacional;Vuelco / despiste;
Ministerio de Seguridad;462;04/01/2017;1;21:45;Nocturno;75 y más;Varón;Conductor;Camioneta;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;469;16/01/2017;1;12:30;Diurno;75 y más;Varón;Conductor;Bicicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;351;19/01/2017;1;21:45;Nocturno;15 - 24;Mujer;Acompañante;Motocicleta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;210;28/01/2017;1;07:00;Nocturno;25 - 34;Varón;Acompañante;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;210;28/01/2017;1;07:00;Nocturno;35 - 44;Varón;Conductor;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;210;28/01/2017;1;07:00;Nocturno;25 - 34;Varón;Acompañante;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;294;28/01/2017;1;10:45;Diurno;75 y más;Varón;Conductor;Automóvil;Ruta Provincial;Vuelco / despiste;
Ministerio de Seguridad;413;04/02/2017;2;04:00;Nocturno;25 - 34;Mujer;Acompañante;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;413;04/02/2017;2;04:00;Nocturno;5 - 14;Varón;Pasajero;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;469;20/02/2017;2;06:00;Nocturno;25 - 34;Varón;Conductor;Automóvil;Ruta Nacional;Colisión vehículo / objeto;
Ministerio de Seguridad;413;24/02/2017;2;11:00;Diurno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;413;18/03/2017;3;21:40;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Sin determinar;
Ministerio de Seguridad;210;18/03/2017;3;07:20;Diurno;25 - 34;Varón;Acompañante;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;413;01/04/2017;4;23:40;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;385;01/04/2017;4;22:30;Nocturno;15 - 24;Mujer;Conductor;Motocicleta;Calle;Vuelco / despiste;
Ministerio de Seguridad;462;01/04/2017;4;19:00;Diurno;55 - 64;Varón;Sin determinar;Motocicleta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;413;24/04/2017;4;19:00;Diurno;45 - 54;Mujer;Sin determinar;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;413;27/04/2017;4;10:30;Diurno;55 - 64;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;413;27/04/2017;4;10:30;Diurno;55 - 64;Mujer;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;210;03/05/2017;5;18:30;Diurno;65 - 74;Varón;Conductor;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;469;16/05/2017;5;17:25;Diurno;Sin determinar;Mujer;Conductor;Automóvil;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;413;23/05/2017;5;10:00;Diurno;75 y más;Mujer;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;210;03/06/2017;6;09:20;Diurno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;413;06/06/2017;6;23:35;Nocturno;75 y más;Varón;Acompañante;Automóvil;Ruta Nacional;Otro modo;
Ministerio de Seguridad;462;19/06/2017;6;23:10;Nocturno;55 - 64;Varón;Conductor;Camioneta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;462;26/06/2017;6;02:10;Nocturno;Sin determinar;Varón;Conductor;Automóvil;Ruta Provincial;Vuelco / despiste;
Ministerio de Seguridad;210;28/06/2017;6;23:50;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;469;14/07/2017;7;15:30;Diurno;35 - 44;Varón;Conductor;Automóvil;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;469;21/07/2017;7;20:30;Nocturno;55 - 64;Varón;Acompañante;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;294;05/08/2017;8;10:30;Diurno;25 - 34;Mujer;Acompañante;Automóvil;Ruta Provincial;Vuelco / despiste;
Ministerio de Seguridad;385;06/08/2017;8;06:30;Nocturno;35 - 44;Varón;Conductor;Motocicleta;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;210;07/08/2017;8;15:15;Diurno;25 - 34;Varón;Conductor;Motocicleta;Calle;Vuelco / despiste;
Ministerio de Seguridad;413;12/08/2017;8;19:00;Diurno;75 y más;Mujer;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;210;14/08/2017;8;05:00;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;413;19/08/2017;8;05:50;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;385;02/09/2017;9;23:40;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;294;09/09/2017;9;08:50;Diurno;5 - 14;Varón;Acompañante;Automóvil;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;294;09/09/2017;9;08:50;Diurno;0 - 4;Mujer;Acompañante;Automóvil;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;294;09/09/2017;9;08:50;Diurno;55 - 64;Mujer;Acompañante;Automóvil;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;294;09/09/2017;9;08:50;Diurno;35 - 44;Mujer;Conductor;Automóvil;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;210;11/09/2017;9;20:30;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;277;19/09/2017;9;12:40;Diurno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;210;22/09/2017;9;21:25;Nocturno;15 - 24;Mujer;Acompañante;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;462;26/09/2017;9;16:00;Diurno;55 - 64;Mujer;Acompañante;Camioneta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;294;18/10/2017;10;21:20;Nocturno;55 - 64;Varón;Conductor;Camioneta;Ruta Provincial;Vuelco / despiste;
Ministerio de Seguridad;469;06/11/2017;11;22:10;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;351;11/11/2017;11;03:30;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;413;17/11/2017;11;02:30;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;413;15/12/2017;12;01:15;Nocturno;35 - 44;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;385;15/12/2017;12;02:00;Nocturno;15 - 24;Varón;Sin determinar;Motocicleta;Calle;Sin determinar;
Ministerio de Seguridad;413;21/12/2017;12;02:50;Nocturno;55 - 64;Varón;Conductor;Camioneta;Ruta Nacional;Colisión vehículo / objeto;
Ministerio de Seguridad;385;21/12/2017;12;07:00;Nocturno;Sin determinar;Varón;Conductor;Automóvil;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;277;27/12/2017;12;13:15;Diurno;75 y más;Mujer;Conductor;Bicicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;294;31/12/2017;12;23:00;Nocturno;45 - 54;Varón;Conductor;Automóvil;Ruta Provincial;Vuelco / despiste;
Ministerio de Seguridad;392;17/01/2017;1;20:58;Nocturno;25 - 34;Mujer;Acompañante;Camioneta;Ruta Nacional;Vuelco / despiste;
Ministerio de Seguridad;679;14/04/2017;4;10:22;Diurno;45 - 54;Varón;Conductor;Camioneta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;826;08/06/2017;6;23:00;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;826;26/08/2017;8;19:30;Nocturno;65 - 74;Mujer;Acompañante;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;826;26/08/2017;8;19:30;Nocturno;65 - 74;Mujer;Acompañante;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;392;11/10/2017;10;18:40;Diurno;35 - 44;Varón;Conductor;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;826;01/12/2017;12;23:15;Nocturno;75 y más;Varón;Acompañante;Camioneta;Ruta Nacional;Vuelco / despiste;
Ministerio de Seguridad;826;02/12/2017;12;22:21;Nocturno;15 - 24;Mujer;Acompañante;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;826;02/12/2017;12;22:21;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;126;20/01/2017;1;06:20;Nocturno;Sin determinar;Varón;Sin determinar;Camioneta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;252;19/01/2017;1;19:00;Diurno;35 - 44;Varón;Conductor;Motocicleta;Ruta Nacional;Sin determinar;
Ministerio de Seguridad;126;28/01/2017;1;06:30;Nocturno;15 - 24;Mujer;Acompañante;Motocicleta;Calle;Vuelco / despiste;
Ministerio de Seguridad;882;08/02/2017;2;05:20;Nocturno;65 - 74;Varón;Conductor;Camioneta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;252;06/02/2017;2;17:30;Diurno;75 y más;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Ministerio de Seguridad;126;22/02/2017;2;11:30;Diurno;Sin determinar;Varón;Acompañante;Sin determinar;Ruta Nacional;Vuelco / despiste;
Ministerio de Seguridad;252;14/03/2017;3;05:50;Nocturno;15 - 24;Varón;Peatón;Peatón;Ruta Nacional;Colisión vehículo / persona;
Ministerio de Seguridad;882;19/03/2017;3;05:00;Nocturno;15 - 24;Varón;Sin determinar;Sin determinar;Ruta Provincial;Sin determinar;
Ministerio de Seguridad;882;08/04/2017;4;04:15;Nocturno;45 - 54;Mujer;Peatón;Peatón;Ruta Nacional;Colisión vehículo / persona;
Ministerio de Seguridad;126;28/04/2017;4;17:20;Diurno;25 - 34;Varón;Conductor;Motocicleta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;126;09/05/2017;5;09:40;Diurno;Sin determinar;Varón;Peatón;Peatón;Ruta Nacional;Colisión vehículo / persona;
Ministerio de Seguridad;252;06/05/2017;5;06:00;Nocturno;Sin determinar;Varón;Peatón;Peatón;Ruta Provincial;Colisión vehículo / persona;
Ministerio de Seguridad;126;11/05/2017;5;09:15;Diurno;45 - 54;Mujer;Sin determinar;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;126;11/05/2017;5;09:15;Diurno;65 - 74;Mujer;Sin determinar;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;126;16/06/2017;6;11:30;Diurno;35 - 44;Varón;Acompañante;Camioneta;Ruta Nacional;Vuelco / despiste;
Ministerio de Seguridad;126;21/06/2017;6;20:45;Nocturno;15 - 24;Varón;Conductor;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;126;20/07/2017;7;16:30;Diurno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;252;27/07/2017;7;18:10;Diurno;35 - 44;Varón;Conductor;Automóvil;Autopista Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;882;05/08/2017;8;06:20;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Ruta Provincial;Vuelco / despiste;
Ministerio de Seguridad;882;18/08/2017;8;00:25;Nocturno;Sin determinar;Varón;Acompañante;Camión;Ruta Nacional;Vuelco / despiste;
Ministerio de Seguridad;882;18/08/2017;8;19:00;Diurno;35 - 44;Varón;Sin determinar;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;126;07/09/2017;9;16:45;Diurno;25 - 34;Varón;Conductor;Automóvil;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;126;08/09/2017;9;17:30;Diurno;Sin determinar;Varón;Conductor;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;252;13/09/2017;9;22:20;Nocturno;35 - 44;Mujer;Acompañante;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;126;17/09/2017;9;03:50;Nocturno;25 - 34;Varón;Sin determinar;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;252;08/10/2017;10;06:50;Nocturno;Sin determinar;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;252;15/10/2017;10;06:40;Nocturno;15 - 24;Varón;Sin determinar;Motocicleta;Calle;Vuelco / despiste;
Ministerio de Seguridad;252;15/10/2017;10;06:40;Nocturno;25 - 34;Varón;Sin determinar;Motocicleta;Calle;Vuelco / despiste;
Ministerio de Seguridad;252;28/10/2017;10;03:40;Nocturno;15 - 24;Mujer;Peatón;Peatón;Ruta Nacional;Colisión vehículo / persona;
Ministerio de Seguridad;126;07/11/2017;11;15:00;Diurno;Sin determinar;Varón;Peatón;Peatón;Ruta Provincial;Colisión vehículo / persona;
Ministerio de Seguridad;882;09/12/2017;12;17:20;Diurno;35 - 44;Varón;Conductor;Motocicleta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;252;09/12/2017;12;17:30;Diurno;25 - 34;Varón;Conductor;Motocicleta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;882;12/12/2017;12;17:30;Diurno;45 - 54;Varón;Acompañante;Camioneta;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;882;12/12/2017;12;17:30;Diurno;45 - 54;Varón;Conductor;Camioneta;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;882;12/12/2017;12;14:15;Diurno;25 - 34;Varón;Conductor;Motocicleta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;126;13/12/2017;12;11:00;Diurno;Sin determinar;Varón;Conductor;Camión;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;126;13/12/2017;12;11:00;Diurno;Sin determinar;Varón;Acompañante;Camión;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;882;14/12/2017;12;22:40;Nocturno;35 - 44;Varón;Acompañante;Camión;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;252;25/12/2017;12;07:50;Diurno;5 - 14;Varón;Conductor;Bicicleta;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;784;06/01/2017;1;00:40;Nocturno;Sin determinar;Mujer;Acompañante;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;784;06/01/2017;1;00:40;Nocturno;5 - 14;Varón;Acompañante;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;784;06/01/2017;1;00:40;Nocturno;35 - 44;Varón;Acompañante;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;574;07/01/2017;1;12:25;Diurno;45 - 54;Varón;Conductor;Automóvil;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;784;14/01/2017;1;14:00;Diurno;35 - 44;Mujer;Conductor;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;728;09/02/2017;2;18:00;Diurno;75 y más;Varón;Conductor;Motocicleta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;497;11/02/2017;2;14:00;Diurno;0 - 4;Mujer;Acompañante;Automóvil;Ruta Nacional;Vuelco / despiste;
